,Country,Fulfill Via,Shipment Mode,Sub Classification,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
4444,Vietnam,Direct Drop,Air,Pediatric,60,396,6023.16,15.21,0.25,Yes,53.0,439.17,8.44
4445,Côte d'Ivoire,Direct Drop,Air,HIV test,100,2104,168320.0,80.0,0.8,Yes,917.0,16661.34,208.21
4446,Rwanda,Direct Drop,Air,Adult,60,57961,130412.25,2.25,0.04,Yes,5525.0,43237.33,182.84
4449,Vietnam,Direct Drop,Air,Adult,30,40890,175827.0,4.3,0.14,Yes,3329.0,10455.35,379.08
4451,Vietnam,Direct Drop,Air,Adult,30,30339,348595.11,11.49,0.38,Yes,3419.0,15006.27,431.21
4453,Botswana,Direct Drop,Air,HIV test - Ancillary,3,10,250.0,25.0,8.33,Yes,6.0,304.76,0.49
4454,Ethiopia,Direct Drop,Air,HIV test,1,4162,101969.0,24.5,24.5,Yes,2777.0,34137.03,126.14
4456,Vietnam,Direct Drop,Air,Adult,30,20142,99702.9,4.95,0.16,Yes,6142.0,13850.65,139.78
4457,Côte d'Ivoire,Direct Drop,Air,Pediatric,180,3399,57647.04,16.96,0.09,Yes,1014.0,2093.32,95.12
4458,Côte d'Ivoire,Direct Drop,Air,HIV test,30,2418,58032.0,24.0,0.8,Yes,859.0,7894.76,95.75
4459,Tanzania,Direct Drop,Air,HIV test,100,1387,110960.0,80.0,0.8,Yes,662.0,12035.47,155.57
4460,Nigeria,Direct Drop,Air,HIV test,100,6158,548062.0,89.0,0.89,Yes,2493.0,31090.27,563.41
4465,Vietnam,Direct Drop,Air,Adult,60,9744,14128.8,1.45,0.02,Yes,656.0,6158.0,30.46
4467,Nigeria,Direct Drop,Air,HIV test,100,3055,271895.0,89.0,0.89,Yes,1241.0,13325.59,336.33
4468,Nigeria,Direct Drop,Air,Adult,336,273,10472.28,38.36,0.11,Yes,520.0,3759.22,22.58
4469,Uganda,Direct Drop,Air,Pediatric,60,210,1554.0,7.4,0.12,Yes,36.0,677.4,2.18
4470,South Africa,Direct Drop,Air,Adult,60,33972,85949.16,2.53,0.04,Yes,1823.0,1791.42,185.31
4478,Vietnam,Direct Drop,Air,Adult,30,300,3900.0,13.0,0.43,Yes,21.0,3657.69,8.41
4480,Vietnam,Direct Drop,Air,Adult,120,1010,83022.0,82.2,0.68,Yes,255.0,8227.99,179.0
4481,South Sudan,Direct Drop,Air,HIV test,20,176,5632.0,32.0,1.6,Yes,71.0,1743.35,7.9
4483,South Sudan,Direct Drop,Air,HIV test,100,450,40050.0,89.0,0.89,Yes,188.0,2997.85,49.54
4486,Mozambique,Direct Drop,Air,HIV test,20,5673,181536.0,32.0,1.6,Yes,1674.0,10780.63,186.62
4487,Mozambique,Direct Drop,Air,HIV test,20,151,4832.0,32.0,1.6,Yes,54.0,1032.57,5.98
4489,South Africa,Direct Drop,Ocean,Pediatric,90,25000,204250.0,8.17,0.09,Yes,3313.0,5192.74,337.01
4490,Haiti,Direct Drop,Air,Pediatric,60,3024,11944.8,3.95,0.07,Yes,140.0,1694.3,14.78
4493,Vietnam,Direct Drop,Air,Adult,60,11507,20367.39,1.77,0.03,Yes,539.0,1666.35,25.19
4498,Vietnam,Direct Drop,Air,Adult,336,40,3068.8,76.72,0.23,Yes,114.0,4410.73,6.01
4500,South Africa,Direct Drop,Ocean,Adult,30,137130,911914.5,6.65,0.22,Yes,45800.0,9726.53,1504.66
4502,South Sudan,Direct Drop,Air,HIV test,20,47,1504.0,32.0,1.6,Yes,15.0,870.22,2.11
4504,Vietnam,Direct Drop,Air,Adult,60,12100,98010.0,8.1,0.13,Yes,1685.0,3251.35,100.75
4505,Kenya,Direct Drop,Air,HIV test,20,500,16000.0,32.0,1.6,Yes,170.0,2865.63,31.36
4508,Côte d'Ivoire,Direct Drop,Air,Adult,30,2000,15160.0,7.58,0.25,Yes,150.0,1789.85,15.58
4511,Haiti,Direct Drop,Air,Pediatric,30,1764,3951.36,2.24,0.07,Yes,106.0,1615.07,5.54
4513,South Sudan,Direct Drop,Air,HIV test - Ancillary,100,115,920.0,8.0,0.08,Yes,149.0,3256.76,1.14
4514,South Africa,Direct Drop,Ocean,Adult,60,92887,678075.1,7.3,0.12,Yes,4810.0,6599.86,1118.82
4517,Kenya,Direct Drop,Air,HIV test,48,32,2657.28,83.04,1.73,Yes,58.0,836.14,3.73
4518,"Congo, DRC",Direct Drop,Air,Pediatric,300,20,616.4,30.82,0.1,Yes,52.0,1573.41,0.76
4519,Mozambique,Direct Drop,Air,HIV test,100,9575,766000.0,80.0,0.8,Yes,3890.0,29244.02,787.45
4520,Vietnam,Direct Drop,Air,Adult,120,320,26304.0,82.2,0.68,Yes,88.0,823.94,51.56
4521,Tanzania,Direct Drop,Air,Adult,60,20172,109533.96,5.43,0.09,Yes,1104.0,5765.11,135.49
4522,Rwanda,Direct Drop,Air,Pediatric,240,9565,18651.75,1.95,0.01,Yes,6490.0,3010.89,26.15
4525,Ethiopia,Direct Drop,Air,HIV test,20,43,1376.0,32.0,1.6,Yes,15.0,406.68,1.93
4527,South Africa,Direct Drop,Air,Adult,60,38341,111955.72,2.92,0.05,Yes,4522.0,6369.8,241.38
4528,South Sudan,Direct Drop,Air,HIV test,20,597,19104.0,32.0,1.6,Yes,209.0,3088.04,26.78
4530,Rwanda,Direct Drop,Ocean,Adult,60,236925,575727.75,2.43,0.04,Yes,13622.0,82095.85,1241.27
4531,Mozambique,Direct Drop,Air,HIV test,100,61,4739.7,77.7,0.78,Yes,28.0,1001.47,7.82
4532,Vietnam,Direct Drop,Air,Adult,30,40593,452611.95,11.15,0.37,Yes,4585.0,6881.65,559.88
4533,Tanzania,Direct Drop,Air,HIV test,100,2926,234080.0,80.0,0.8,Yes,1394.0,24596.33,328.18
4534,South Africa,Direct Drop,Ocean,Adult,60,19836,167019.12,8.42,0.14,Yes,1820.0,698.0,275.58
4536,Vietnam,Direct Drop,Air,Adult,120,1922,116896.04,60.82,0.51,Yes,467.0,1842.23,163.89
4538,Rwanda,Direct Drop,Air,HIV test,100,5084,355880.0,70.0,0.7,Yes,1153.0,46638.41,697.52
4540,Zimbabwe,Direct Drop,Air,Pediatric,60,48127,95772.73,1.99,0.03,Yes,2383.0,18232.17,98.45
4541,"Congo, DRC",Direct Drop,Air,Adult,60,3974,6835.28,1.72,0.03,Yes,209.0,3743.84,7.03
4543,Ghana,Direct Drop,Air,Pediatric,240,2286,3451.86,1.51,0.01,Yes,972.0,7719.0,3.55
4544,Mozambique,Direct Drop,Air,Adult,60,18025,52633.0,2.92,0.05,Yes,1139.0,4683.02,65.11
4545,Nigeria,Direct Drop,Air,HIV test,20,6042,193344.0,32.0,1.6,Yes,1990.0,22859.07,271.07
4546,Haiti,Direct Drop,Air,Adult,30,58,232.0,4.0,0.13,Yes,19.0,1274.35,0.24
4550,Côte d'Ivoire,Direct Drop,Air,HIV test,100,4400,352000.0,80.0,0.8,Yes,1808.0,23237.62,435.42
4552,Côte d'Ivoire,Direct Drop,Air,Adult,30,1461,33603.0,23.0,0.77,Yes,154.0,2986.16,65.86
4553,Uganda,Direct Drop,Air,Adult,120,841,56010.6,66.6,0.55,Yes,169.0,359.53,69.29
4554,Uganda,Direct Drop,Air,Pediatric,60,1560,12542.4,8.04,0.13,Yes,166.0,1488.99,14.76
4555,Côte d'Ivoire,Direct Drop,Air,HIV test,100,2746,219680.0,80.0,0.8,Yes,1312.0,27254.17,362.47
4558,Côte d'Ivoire,Direct Drop,Air,HIV test,100,494,39520.0,80.0,0.8,Yes,240.0,7681.19,65.21
4561,Rwanda,Direct Drop,Air,Pediatric,60,672,2466.24,3.67,0.06,Yes,49.0,221.96,3.46
4562,Vietnam,Direct Drop,Air,Adult,30,4500,29025.0,6.45,0.22,Yes,320.0,4890.38,47.89
4563,South Africa,Direct Drop,Air,Adult,60,52379,132518.87,2.53,0.04,Yes,2512.0,4116.82,285.71
4564,Vietnam,Direct Drop,Air,Adult,30,63421,272710.3,4.3,0.14,Yes,5101.0,13241.08,587.96
4565,Sudan,Direct Drop,Air,HIV test,25,24,480.0,20.0,0.8,Yes,75.0,1539.55,1.03
4567,Nigeria,Direct Drop,Air,HIV test,20,1850,53650.0,29.0,1.45,Yes,592.0,2951.78,88.52
4570,Uganda,Direct Drop,Air,Adult,120,83,6811.81,82.07,0.68,Yes,16.0,375.0,11.24
4571,Tanzania,Direct Drop,Air,HIV test,100,2264,181120.0,80.0,0.8,Yes,980.0,18638.44,253.93
4572,Vietnam,Direct Drop,Air,Adult,60,12937,29755.1,2.3,0.04,Yes,875.0,2181.91,36.81
4573,Côte d'Ivoire,Direct Drop,Air,HIV test,20,3049,82323.0,27.0,1.35,Yes,904.0,7208.0,177.49
4575,Mozambique,Direct Drop,Air,HIV test - Ancillary,1,215,1075.0,5.0,5.0,Yes,41.0,1001.02,1.51
4576,Vietnam,Direct Drop,Air,Adult,60,24000,264000.0,11.0,0.18,Yes,2769.0,10546.68,569.18
4577,Uganda,Direct Drop,Air,HIV test,100,6118,489440.0,80.0,0.8,Yes,2477.0,19775.55,576.07
4578,Côte d'Ivoire,Direct Drop,Air,HIV test,25,1400,28700.0,20.5,0.82,Yes,437.0,5408.93,29.5
4579,Zimbabwe,Direct Drop,Air,HIV test,100,8787,702960.0,80.0,0.8,Yes,3567.0,51732.62,722.64
4580,Nigeria,Direct Drop,Air,HIV test,20,3487,111584.0,32.0,1.6,Yes,1252.0,5850.25,138.03
4581,Vietnam,Direct Drop,Air,Adult,30,12693,45060.15,3.55,0.12,Yes,975.0,2048.91,55.74
4582,South Africa,Direct Drop,Air,Adult,60,10000,172800.0,17.28,0.29,Yes,1087.0,2531.3,372.56
4583,Namibia,Direct Drop,Air,HIV test,100,150,11655.0,77.7,0.78,Yes,34.0,947.35,19.23
4584,Tanzania,Direct Drop,Air,HIV test,100,2352,188160.0,80.0,0.8,Yes,1016.0,19026.72,263.8
4585,South Africa,Direct Drop,Air,Adult,30,34044,158985.48,4.67,0.16,Yes,2892.0,6105.79,342.77
4586,Angola,Direct Drop,Air,Pediatric,30,360,806.4,2.24,0.07,Yes,21.0,840.17,1.0
4587,Guyana,Direct Drop,Air,Adult,120,1324,108832.8,82.2,0.68,Yes,334.0,2171.57,179.57
4588,Mozambique,Direct Drop,Air,HIV test,100,7587,589509.9,77.7,0.78,Yes,1306.0,26532.85,972.69
4589,Uganda,Direct Drop,Air,Adult,30,9235,166230.0,18.0,0.6,Yes,1197.0,5375.13,195.65
4593,Haiti,Direct Drop,Air,Adult,60,29635,195887.35,6.61,0.11,Yes,2608.0,21886.49,201.37
4594,Uganda,Direct Drop,Air,Pediatric,300,80,2465.6,30.82,0.1,Yes,136.0,2077.87,2.53
4597,Sudan,Direct Drop,Air,HIV test - Ancillary,100,25,200.0,8.0,0.08,Yes,2.0,1201.72,0.33
4598,Vietnam,Direct Drop,Air,Adult,60,11000,58850.0,5.35,0.09,Yes,3828.0,15089.11,97.1
4599,Zimbabwe,Direct Drop,Air,Pediatric,60,814,0.01,0.0,0.0,Yes,60.0,1344.94,0.0
4601,Côte d'Ivoire,Direct Drop,Ocean,Adult,120,1573,48479.86,30.82,0.26,Yes,393.0,40289.0,79.99
4603,South Africa,Direct Drop,Air,Pediatric,240,11980,37737.0,3.15,0.01,Yes,4621.0,4762.44,81.36
4606,Zambia,Direct Drop,Air,HIV test,100,2607,208560.0,80.0,0.8,Yes,1080.0,19598.71,257.99
4608,Haiti,Direct Drop,Air,Adult,30,5000,100000.0,20.0,0.67,Yes,1189.0,7296.97,123.7
4609,Côte d'Ivoire,Direct Drop,Air,HIV test,25,1400,28700.0,20.5,0.82,Yes,468.0,5372.87,35.5
4610,Uganda,Direct Drop,Air,Adult,120,120,4339.2,36.16,0.3,Yes,36.0,1025.69,8.5
4612,Swaziland,Direct Drop,Ocean,Adult,90,46855,637228.0,13.6,0.15,Yes,7712.0,13491.19,1051.43
4614,Botswana,Direct Drop,Air,HIV test,100,10,800.0,80.0,0.8,Yes,5.0,767.63,1.32
4616,Nigeria,Direct Drop,Air,Pediatric,60,5360,31838.4,5.94,0.1,Yes,619.0,5506.01,39.38
4617,South Africa,Direct Drop,Ocean,Pediatric,30,100000,235000.0,2.35,0.08,Yes,5634.0,17819.74,506.66
4621,Zimbabwe,Direct Drop,Air,Pediatric,60,703,4921.0,7.0,0.12,Yes,162.0,2365.05,6.09
4622,South Africa,Direct Drop,Air,Adult,30,54247,424211.54,7.82,0.26,Yes,3728.0,3646.13,914.6
4623,Guyana,Direct Drop,Air,HIV test,20,15,435.0,29.0,1.45,Yes,6.0,325.67,0.72
4628,Vietnam,Direct Drop,Air,Adult,30,187,4349.62,23.26,0.78,Yes,16.0,958.85,5.38
4631,South Sudan,Direct Drop,Air,HIV test,20,179,5728.0,32.0,1.6,Yes,63.0,2147.11,8.03
4632,Vietnam,Direct Drop,Air,Adult,120,1720,141384.0,82.2,0.68,Yes,424.0,10296.99,277.11
4633,Rwanda,Direct Drop,Air,Adult,60,9300,28737.0,3.09,0.05,Yes,550.0,3054.13,56.32
4634,Tanzania,Direct Drop,Air,HIV test,100,2024,141680.0,70.0,0.7,Yes,461.0,6923.2,277.69
4635,Ethiopia,Direct Drop,Air,HIV test,20,340,9860.0,29.0,1.45,Yes,151.0,827.88,13.82
4637,Vietnam,Direct Drop,Air,Adult,120,1785,146727.0,82.2,0.68,Yes,266.0,6937.66,316.34
4638,Sudan,Direct Drop,Air,HIV test,20,39,1248.0,32.0,1.6,Yes,13.0,581.73,2.06
4639,Zimbabwe,Direct Drop,Air,HIV test,100,1000,72000.0,72.0,0.72,Yes,324.0,3791.81,141.12
4640,Vietnam,Direct Drop,Air,Adult,30,24192,254016.0,10.5,0.35,Yes,3385.0,8764.53,314.22
4643,Vietnam,Direct Drop,Air,Adult,120,1575,129465.0,82.2,0.68,Yes,382.0,5528.41,213.62
4644,Zambia,Direct Drop,Air,HIV test,20,3000,96000.0,32.0,1.6,Yes,881.0,6664.29,112.99
4646,Kenya,Direct Drop,Air,HIV test,100,8178,727842.0,89.0,0.89,Yes,1407.0,15200.59,1569.23
4648,South Africa,Direct Drop,Air,Pediatric,240,11668,35004.0,3.0,0.01,Yes,4396.0,3283.59,75.47
4651,Vietnam,Direct Drop,Air,Adult,60,2400,5640.0,2.35,0.04,Yes,726.0,7388.14,12.16
4652,Rwanda,Direct Drop,Air,Adult,30,42074,225095.9,5.35,0.18,Yes,4105.0,25382.52,315.58
4654,Haiti,Direct Drop,Air,Adult,60,272,1863.2,6.85,0.11,Yes,37.0,722.35,1.92
4655,Rwanda,Direct Drop,Air,Pediatric,60,1592,12799.68,8.04,0.13,Yes,167.0,1923.14,13.16
4657,Tanzania,Direct Drop,Air,HIV test,20,4250,136000.0,32.0,1.6,Yes,1386.0,13215.15,190.67
4658,Côte d'Ivoire,Direct Drop,Air,HIV test,20,3400,98600.0,29.0,1.45,Yes,1252.0,10821.66,121.97
4661,Côte d'Ivoire,Direct Drop,Air,HIV test,100,6290,503200.0,80.0,0.8,Yes,2995.0,57933.93,705.49
4663,South Africa,Direct Drop,Ocean,Adult,60,10817,29422.24,2.72,0.05,Yes,1172.0,19007.72,48.55
4664,Uganda,Direct Drop,Air,Adult,60,223,20404.5,91.5,1.52,Yes,21.0,761.0,33.67
4665,South Africa,Direct Drop,Ocean,Adult,60,185954,459306.38,2.47,0.04,Yes,9019.0,13677.68,990.26
4666,Rwanda,Direct Drop,Ocean,Adult,60,176100,427923.0,2.43,0.04,Yes,24219.0,23736.39,922.6
4667,Haiti,Direct Drop,Air,Pediatric,100,120,540.0,4.5,0.04,Yes,9.0,820.56,0.56
4668,Zimbabwe,Direct Drop,Air,HIV test,100,1845,132840.0,72.0,0.72,Yes,1000.0,18841.09,286.4
4670,Tanzania,Direct Drop,Air,HIV test,100,2744,219520.0,80.0,0.8,Yes,1303.0,22223.94,307.77
4673,Uganda,Direct Drop,Air,Adult,30,1558,35055.0,22.5,0.75,Yes,195.0,3387.72,49.15
4675,Burundi,Direct Drop,Air,HIV test,30,594,16394.4,27.6,0.92,Yes,63.0,877.52,19.3
4677,Burundi,Direct Drop,Air,HIV test,30,517,14269.2,27.6,0.92,Yes,56.0,812.84,16.79
4678,Haiti,Direct Drop,Air,Pediatric,240,2064,2951.52,1.43,0.01,Yes,751.0,5754.16,3.65
4679,Rwanda,Direct Drop,Ocean,Adult,30,38113,157406.69,4.13,0.14,Yes,3077.0,6499.25,339.37
4681,Côte d'Ivoire,Direct Drop,Air,Pediatric,60,3900,7215.0,1.85,0.03,Yes,321.0,3740.01,7.42
4682,South Africa,Direct Drop,Air,Adult,60,32070,81137.1,2.53,0.04,Yes,1727.0,1791.42,174.93
4685,Kenya,Direct Drop,Air,HIV test,100,1,80.0,80.0,0.8,Yes,822.0,8664.89,0.17
4686,Nigeria,Direct Drop,Air,HIV test,100,9935,884215.0,89.0,0.89,Yes,4038.0,59711.34,908.97
4690,Côte d'Ivoire,Direct Drop,Air,HIV test,100,4750,380000.0,80.0,0.8,Yes,1930.0,23013.2,390.64
4692,South Africa,Direct Drop,Air,Pediatric,240,11628,34884.0,3.0,0.01,Yes,4382.0,2154.52,75.21
4693,Guyana,Direct Drop,Air,Pediatric,300,20,1216.4,60.82,0.2,Yes,52.0,1152.9,1.5
4695,South Africa,Direct Drop,Air,Adult,30,11574,90508.68,7.82,0.26,Yes,793.0,916.22,195.14
4698,Uganda,Direct Drop,Ocean,Adult,60,165179,1072011.71,6.49,0.11,Yes,37127.0,33981.11,1326.08
4700,Vietnam,Direct Drop,Air,Adult,60,20000,162000.0,8.1,0.13,Yes,4168.0,6717.79,166.54
4701,Tanzania,Direct Drop,Air,Adult,120,20000,674000.0,33.7,0.28,Yes,4727.0,21584.02,1112.1
4702,Kenya,Direct Drop,Air,HIV test,100,8276,736564.0,89.0,0.89,Yes,2050.0,23226.6,1215.33
4703,Cameroon,Direct Drop,Air,HIV test,100,2000,700000.0,350.0,3.5,Yes,5006.0,88560.19,865.9
4704,Nigeria,Direct Drop,Air,HIV test,100,3073,273497.0,89.0,0.89,Yes,1248.0,20602.3,338.32
4706,Vietnam,Direct Drop,Air,Adult,60,39045,320559.45,8.21,0.14,Yes,5092.0,7312.6,396.53
4707,Sudan,Direct Drop,Air,HIV test - Ancillary,100,4,32.0,8.0,0.08,Yes,2.0,942.64,0.05
4708,Tanzania,Direct Drop,Air,Pediatric,300,268,8259.76,30.82,0.1,Yes,261.0,2569.33,8.49
4710,Rwanda,Direct Drop,Air,Adult,30,4560,62335.2,13.67,0.46,Yes,561.0,5610.17,87.39
4711,South Africa,Direct Drop,Ocean,Adult,60,57925,157556.0,2.72,0.05,Yes,6220.0,7175.28,259.97
4712,Rwanda,Direct Drop,Air,Adult,60,60300,186327.0,3.09,0.05,Yes,3539.0,16769.43,365.2
4713,Vietnam,Direct Drop,Air,Adult,60,15624,22654.8,1.45,0.02,Yes,1056.0,2160.52,48.84
4715,Botswana,Direct Drop,Air,HIV test,100,5,360.0,72.0,0.72,Yes,3.0,787.28,0.78
4716,Uganda,Direct Drop,Air,Adult,60,429,2938.65,6.85,0.11,Yes,62.0,1060.22,4.12
4720,Zambia,Direct Drop,Air,HIV test,20,5500,176000.0,32.0,1.6,Yes,1907.0,17975.84,344.96
4722,South Africa,Direct Drop,Ocean,Adult,30,54008,349431.76,6.47,0.22,Yes,3658.0,12796.59,576.56
4723,South Sudan,Direct Drop,Air,HIV test,20,749,23968.0,32.0,1.6,Yes,262.0,4669.02,33.6
4724,Kenya,Direct Drop,Air,HIV test,100,2578,229442.0,89.0,0.89,Yes,1427.0,15353.45,494.68
4725,Tanzania,Direct Drop,Air,HIV test,100,504,40320.0,80.0,0.8,Yes,204.0,2788.07,41.45
4726,Uganda,Direct Drop,Air,HIV test,100,3047,243760.0,80.0,0.8,Yes,1323.0,16337.04,301.53
4727,Ghana,Direct Drop,Air,Pediatric,30,33000,51480.0,1.56,0.05,Yes,2343.0,20464.55,52.92
4730,Uganda,Direct Drop,Air,Adult,60,390,21645.0,55.5,0.92,Yes,39.0,433.0,30.35
4733,South Sudan,Direct Drop,Air,Pediatric,30,625,781.25,1.25,0.04,Yes,34.0,1191.93,0.97
4734,Mozambique,Direct Drop,Air,Adult,60,250000,2027500.0,8.11,0.14,Yes,34074.0,146734.85,2084.27
4740,South Africa,Direct Drop,Ocean,Adult,60,70030,513319.9,7.33,0.12,Yes,3534.0,17919.41,1106.72
4745,Burundi,Direct Drop,Air,HIV test,100,2796,223680.0,80.0,0.8,Yes,1133.0,20572.96,276.69
4747,Rwanda,Direct Drop,Air,Adult,60,110,753.5,6.85,0.11,Yes,43.0,1046.02,1.24
4750,South Africa,Direct Drop,Ocean,Adult,30,124312,826674.8,6.65,0.22,Yes,11603.0,10748.8,1364.01
4751,Malawi,Direct Drop,Ocean,Adult,30,60000,689400.0,11.49,0.38,Yes,6778.0,15020.21,852.79
4752,Vietnam,Direct Drop,Air,Adult,60,7000,56700.0,8.1,0.13,Yes,974.0,1069.31,58.29
4759,Vietnam,Direct Drop,Air,Adult,60,151,2399.39,15.89,0.26,Yes,749.0,7488.39,5.17
4762,Zimbabwe,Direct Drop,Air Charter,Adult,30,18000,83700.0,4.65,0.16,Yes,1764.0,13959.22,86.04
4763,Zambia,Direct Drop,Air,Adult,60,6160,40040.0,6.5,0.11,Yes,356.0,2543.67,41.16
4764,Zimbabwe,Direct Drop,Air Charter,Adult,60,78000,170040.0,2.18,0.04,Yes,5163.0,41158.49,174.8
4766,Uganda,Direct Drop,Air,Pediatric,30,168,336.0,2.0,0.07,Yes,8.0,1021.34,0.42
4767,South Africa,Direct Drop,Ocean,Adult,30,82500,565950.0,6.86,0.23,Yes,5624.0,7378.63,933.82
4768,Nigeria,Direct Drop,Air,HIV test,100,4817,385360.0,80.0,0.8,Yes,2305.0,43338.93,755.31
4769,Swaziland,Direct Drop,Air,Adult,90,20000,272000.0,13.6,0.15,Yes,3295.0,17214.74,448.8
4773,Rwanda,Direct Drop,Air,Adult,30,250,2.5,0.01,0.0,Yes,24.0,280.23,0.0
4775,Haiti,Direct Drop,Air,HIV test,100,4500,450000.0,100.0,1.0,Yes,1825.0,17758.82,462.6
4777,Zambia,Direct Drop,Air,HIV test,100,2835,226800.0,80.0,0.8,Yes,1094.0,24400.67,374.22
4778,Haiti,Direct Drop,Air,Adult,120,740,27750.0,37.5,0.31,Yes,203.0,2228.92,59.83
4782,Zambia,Direct Drop,Air,HIV test,20,7000,224000.0,32.0,1.6,Yes,2304.0,33525.96,482.94
4783,Côte d'Ivoire,Direct Drop,Air,Adult,120,10560,381849.6,36.16,0.3,Yes,2598.0,15873.33,748.43
4785,Namibia,Direct Drop,Air,HIV test,20,520,16640.0,32.0,1.6,Yes,177.0,3496.34,27.46
4786,Haiti,Direct Drop,Air,Pediatric,60,120,840.0,7.0,0.12,Yes,26.0,575.17,1.18
4787,South Africa,Direct Drop,Ocean,Adult,30,120,541.2,4.51,0.15,Yes,10.0,19518.98,1.17
4788,Mali,Direct Drop,Air,HIV test,100,150,12000.0,80.0,0.8,Yes,66.0,2572.91,12.34
4789,South Africa,Direct Drop,Ocean,Adult,30,112595,728489.65,6.47,0.22,Yes,7991.0,9972.68,1202.01
4791,Tanzania,Direct Drop,Air,HIV test,30,11990,287760.0,24.0,0.8,Yes,3997.0,28620.81,564.01
4793,Tanzania,Direct Drop,Air,Adult,60,11500,62445.0,5.43,0.09,Yes,632.0,4168.19,77.24
4794,Rwanda,Direct Drop,Ocean,Adult,60,63410,278369.9,4.39,0.07,Yes,6589.0,17075.43,390.27
4795,South Africa,Direct Drop,Air,Pediatric,240,32000,320640.0,10.02,0.04,Yes,12374.0,11865.62,529.06
4796,Uganda,Direct Drop,Air,HIV test,100,6000,480000.0,80.0,0.8,Yes,2432.0,23178.68,493.44
4799,Rwanda,Direct Drop,Ocean,Adult,60,206475,501734.25,2.43,0.04,Yes,12077.0,19328.36,1081.74
4801,Haiti,Direct Drop,Air,Pediatric,60,408,775.2,1.9,0.03,Yes,26.0,304.63,1.09
4804,Nigeria,Direct Drop,Air,HIV test,100,6360,566040.0,89.0,0.89,Yes,2579.0,28759.53,666.23
4805,Nigeria,Direct Drop,Air,HIV test,100,898,79922.0,89.0,0.89,Yes,364.0,6522.64,98.86
4806,Vietnam,Direct Drop,Air,Adult,60,15945,35876.25,2.25,0.04,Yes,1479.0,5180.86,50.3
4810,Côte d'Ivoire,Direct Drop,Air,HIV test,100,1800,144000.0,80.0,0.8,Yes,730.0,10351.26,178.13
4812,Haiti,Direct Drop,Air,HIV test,100,100,35000.0,350.0,3.5,Yes,240.0,5362.39,75.46
4813,Zambia,Direct Drop,Air,HIV test,20,10500,336000.0,32.0,1.6,Yes,3445.0,39662.72,415.63
4814,Nigeria,Direct Drop,Air,HIV test,100,2685,214800.0,80.0,0.8,Yes,1284.0,21821.97,463.11
4815,Zimbabwe,Direct Drop,Air,Pediatric,300,1251,38555.82,30.82,0.1,Yes,1254.0,54424.24,83.13
4817,Vietnam,Direct Drop,Air,Adult,60,9400,16920.0,1.8,0.03,Yes,1030.0,1593.67,19.91
4818,Nigeria,Direct Drop,Air,HIV test,100,2887,256943.0,89.0,0.89,Yes,1247.0,26859.39,360.23
4819,Nigeria,Direct Drop,Air,HIV test,100,2744,244216.0,89.0,0.89,Yes,1235.0,25577.15,342.39
4821,Haiti,Direct Drop,Air,Pediatric,60,4095,16380.0,4.0,0.07,Yes,176.0,3456.02,20.26
4823,Ethiopia,Direct Drop,Air,HIV test,1,1100,26950.0,24.5,24.5,Yes,780.0,7655.99,37.78
4826,Nigeria,Direct Drop,Air,HIV test,100,2891,257299.0,89.0,0.89,Yes,1378.0,32667.09,424.54
4827,Haiti,Direct Drop,Ocean,Adult,30,39554,130528.2,3.3,0.11,Yes,3823.0,11051.22,134.18
4831,Botswana,Direct Drop,Air,HIV test,20,50,1600.0,32.0,1.6,Yes,26.0,659.27,3.45
4837,Haiti,Direct Drop,Air,Malaria,60,2159,50520.6,23.4,0.39,Yes,5.0,5642.36,70.83
4840,South Africa,Direct Drop,Air,Adult,60,22372,65326.24,2.92,0.05,Yes,2655.0,6369.79,140.84
4845,Ghana,Direct Drop,Air,Pediatric,60,672,3991.68,5.94,0.1,Yes,88.0,1472.41,4.1
4846,Zambia,Direct Drop,Air,HIV test,100,1729,138320.0,80.0,0.8,Yes,667.0,15123.48,228.23
4848,Vietnam,Direct Drop,Air,Adult,120,7031,427625.42,60.82,0.51,Yes,1720.0,5324.08,528.97
4849,South Africa,Direct Drop,Ocean,Adult,30,17701,79831.51,4.51,0.15,Yes,1552.0,18114.34,172.12
4852,Swaziland,Direct Drop,Air,HIV test,100,240,19200.0,80.0,0.8,Yes,100.0,2274.64,26.92
4855,South Africa,Direct Drop,Ocean,Adult,30,44293,303849.98,6.86,0.23,Yes,2951.0,5567.75,501.35
4856,Nigeria,Direct Drop,Air,HIV test,100,2744,244216.0,89.0,0.89,Yes,1235.0,25577.2,342.39
4858,Tanzania,Direct Drop,Air,HIV test,100,672,53760.0,80.0,0.8,Yes,277.0,4379.48,55.27
4859,Cameroon,Direct Drop,Air,Adult,30,32400,150660.0,4.65,0.16,Yes,3227.0,26930.79,186.37
4860,Ethiopia,Direct Drop,Air,Adult,60,50000,130000.0,2.6,0.04,Yes,2504.0,7354.24,280.28
4862,Rwanda,Direct Drop,Ocean,Adult,30,82981,776702.16,9.36,0.31,Yes,6683.0,14760.6,1674.57
4863,Guyana,Direct Drop,Air,HIV test,100,915,91500.0,100.0,1.0,Yes,439.0,11941.94,150.98
